<-- Copyright Notice: (c) 2016 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",218973,1,2,"Strathcarron","5","g",57.00,5,,,4.80," 2 1/2 LEN","Peter McKenzie","Ohau",,,125.00,"Lisa Cropp",57.00,0.00,50,0,0,"",137559,"HIS ROYAL HIGHNESS (NZ) 1989",149085,"ASCELLA (NZ) 1990",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",228368,2,7,"Romeo","3","g",56.00,2,,,0.10," LONG NECK","Jim Wallace","Opaki",,,1000.00,"David Walker",56.00,0.00,57,0,0,"",216831,"HOWBADDOUWANTIT (USA) 1995",113740,"HARAPAN BESAR (NZ) 1987",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",221708,3,5,"Free As The Wind","4","m",55.50,3,,,0.50," 2 1/4 LEN","John Boon & Paul Reid","Waverley",,,500.00,"Vanessa Johnston",54.50,1.00,58,0,0,"",199552,"FOUR SEASONS (GB) 1990",136447,"FREE COURT (NZ) 1989",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",214035,4,3,"Calm Grove","5","m",55.50,1,1.14.66,,," 1/2 HEAD","Matthew Eales","Awapuni",,,3125.00,"Gavin McKeon",55.50,0.00,54,0,0,"",16081,"GROSVENOR (NZ) 1979",38645,"SOOTH (NZ) 1980",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",224686,6,8,"Dutch Treat","4","m",55.50,4,,,2.80," 2 LEN","Evan & J J Rayner","Wanganui",,,250.00,"Andrew Calder",55.50,0.00,51,0,0,"",169509,"BATAVIAN (NZ) 1993",172218,"ON THE BLIND (NZ) 1993",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",217948,7,6,"Gintys Praise","5","m",55.50,8,,,14.10," ","Kathryn O'Leary","Waverley",,,0.00,"Kelly McCulloch",53.50,2.00,50,0,0,"",25099,"MCGINTY (NZ) 1979",38806,"SOVEREIGN PRAISE (NZ) 1984",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",216036,8,1,"That Gurl McGuire","5","m",55.50,6,,,7.30," ","Ken Cropp","Wanganui",,,0.00,"Lisa McGregor",55.50,0.00,50,0,0,"",138248,"SAM MCGUIRE (NZ) 1989",171387,"BUCKVILLE BABE (NZ) 1993",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132279,1,,Flat,1200,"MDN","DB BREWERIES 1200",5000.00,12:32:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",0,"Showery",229147,9,4,"Lollilegs","3","f",54.50,7,,,13.10," ","Carol Kupa","Foxton",,,0.00,"Kane Smith",54.50,0.00,50,0,0,"",192596,"MELLIFONT (USA) 1994",153231,"ISLINGTOWN (NZ) 1991",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132276,2,,Flat,1200,"MDN 3YO","STEVO'S DISTRIBUTORS LTD 1200",5000.00,13:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",0,"Showery",230267,1,6,"Bewithyou","3","g",57.00,6,,,5.00," ","Stephen Crutchley","Wanganui",,,0.00,"Lisa Cropp",57.00,0.00,50,0,0,"",23274,"LORD BALLINA (AUS) 1979",150507,"MONDE'S CHARM (NZ) 1990",
33262,2005-12-15,4,"Wanganui","Other","Race","Wanganui J.C.","WANGANUI JC 15 DEC","Slow",0,"Showery","4 Metres, 2 Metres from 1600 to 1400",132276,2,,Flat,1200,"MDN 3YO","STEVO'S DISTRIBUTORS LTD 1200",5000.00,13:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",0,"Showery",229105,2,9,"Black Orlov","3","g",57.00,10,,,11.10," ","Tracy Guthrie","Otaki",,,0.00,"Keil Collins",56.75,0.25,50,0,0,"",188893,"COLOMBIA (NZ) 1996",187290,"AMY GEE (NZ) 1996",
