<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",200648,3,,Flat,1400,"MDN","FASTTRACK INSURANCE-CHARLES ROAD 1400",10000.00,13:42:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",346779,14,8,"Arctic Lady","3","f",54.00,12,1.27.92,0.38.66,8.60," ","Stephen Marsh","Cambridge",11.30,0.00,0.00,"Danielle Johnson",54.00,0.00,45,0,0,"Approved Plates, Lugging Bit",242640,"ROC DE CAMBES (NZ) 2004",282406,"DEVOUR (NZ) 2010",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",200648,3,,Flat,1400,"MDN","FASTTRACK INSURANCE-CHARLES ROAD 1400",10000.00,13:42:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",351143,15,4,"Cavallo Eccellente (AUS)","4","h",58.50,9,1.27.67,0.38.65,7.10," ","Lance O'Sullivan & Andrew Scott","Matamata",26.50,0.00,0.00,"Jake Bayliss",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Nasal Strip, Tongue Tie",279438,"MEDAGLIA D'ORO (USA) 1999",351144,"MRS POST (AUS) 2003",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",331685,1,6,"Master Painton","4","g",58.50,6,1.13.26,0.36.68,2.00," ","Stephen Autridge","Matamata",6.60,0.00,0.00,"Tegan Newman",55.50,3.00,54,0,0,"Ear Covers Pre-Race, Approved Plates, Standard Bit (1st time), Nose Band (1st time)",313564,"RELIABLE MAN (GB) 2008",242676,"ABBEY TRALAE (NZ) 2004",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",330398,3,10,"Garados","4","g",58.50,10,1.14.09,0.39.01,7.20," ","Karen Fursdon","Matamata",33.80,0.00,0.00,"Anna Jones",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",232838,"NO EXCUSE NEEDED (GB) 1998",220783,"GALBALLY NAN (NZ) 2001",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",333952,4,4,"The Glint","4","g",58.50,14,1.16.60,0.40.13,22.90," ","Peter McKay","Matamata",20.20,0.00,0.00,"Shaun McKay",58.00,0.50,47,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",217609,"THE GLITTER (NZ) 2000",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",329739,5,9,"French Cut","4","m",56.50,11,1.14.14,0.38.13,7.50," ","Brendon Hawtin","Te Awamutu",20.90,0.00,0.00,"Reese Jones",56.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Side Winkers, Nose Band",242513,"GUILLOTINE (NZ) 2004",241036,"NO PORSCHE NEEDED (NZ) 2004",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",350960,6,14,"Goboniego","4","m",56.50,5,1.13.25,0.37.17,1.90," NOSE","Stephanie Tierney","Matamata",22.60,0.00,250.00,"Bridget Grylls",56.50,0.00,52,0,0,"Approved Plates, Lugging Bit",247685,"EGO (NZ) 2005",260062,"BONAVIA (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",329489,7,11,"Orua Belle","4","m",56.50,9,1.14.06,0.37.81,7.10," ","Peter & Dawn Williams","Byerley Park",16.90,0.00,0.00,"Danielle Johnson",56.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Side Winkers",280637,"PER INCANTO (USA) 2004",267304,"BELLA DANIELA (NZ) 2008",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",319848,8,3,"Strut","5","m",56.50,12,1.14.31,0.38.10,8.60," ","Craig Amrein","Tauranga",44.10,0.00,0.00,"Taiki Yanagida",53.50,3.00,50,0,0,"Approved Plates, Tongue Control Bit (1st time)",211629,"PINS (AUS) 1996",216643,"ALLEYWAY (NZ) 2000",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",339902,9,12,"Arrogant","3","c",56.00,2,1.13.07,0.37.59,1.00," 1/2 LEN","Michael Moroney & Pam Gerard","Matamata",5.80,2.10,2000.00,"Jake Bayliss",56.00,0.00,47,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",274426,"CHARMEUSE (NZ) 2009",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",348191,10,1,"Dawn Patrol","3","g",56.00,1,1.12.90,0.37.38,," 1 LEN","Frank Ritchie","Cambridge",2.30,1.30,6250.00,"Jason Waddell",56.00,0.00,47,0,0,"Approved Plates, Lugging Bit",336983,"DAWN APPROACH (IRE) 2010",234221,"DAZZLING (NZ) 2003",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",343112,13,8,"Uncle Terry","3","g",56.00,7,1.13.54,0.38.30,3.80," ","Wayne Hillis","Matamata",9.90,0.00,0.00,"Matthew Cameron",56.00,0.00,47,0,0,"Approved Plates, Lugging Bit",242513,"GUILLOTINE (NZ) 2004",213827,"ARTEMESIA (NZ) 2000",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",349266,14,7,"Ellemaeclampet","3","f",54.00,13,1.14.80,0.39.32,11.70," ","Brian McKeagg","Tauranga",43.20,0.00,0.00,"Jasmine Fawcett",52.50,1.50,47,0,0,"Approved Plates, Lugging Bit",300510,"BULLBARS (AUS) 2007",253800,"KISS'N TELL (NZ) 2006",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",346317,15,13,"Angelica","3","f",54.00,8,1.13.80,0.37.71,5.40," ","Graham Richardson & Gavin Parker","Matamata",44.00,0.00,0.00,"Cameron Lammas",54.00,0.00,45,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",282547,"REAL ANGEL (NZ) 2010",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",349646,17,2,"Amano","3","g",56.00,3,1.13.16,0.36.36,1.50," SHORT HEAD","Lance O'Sullivan & Andrew Scott","Matamata",46.90,8.60,1000.00,"Michael Coleman",56.00,0.00,45,0,0,"Approved Plates, Lugging Bit",313564,"RELIABLE MAN (GB) 2008",278024,"LICHEN MOSS (AUS) 2006",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198422,4,,Flat,1200,"MDN","RICHARDSON RACING-VOLPE VELOCE 1200",10000.00,14:17:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Cloudy",337072,18,5,"Bethany","4","m",56.50,4,1.13.17,0.36.71,1.60," NECK","Graham Thomas & Mathew Gillies","Cambridge",81.50,0.00,500.00,"Ryan Elliot",55.50,1.00,45,0,0,"Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",244399,"ELLINGTON (NZ) 2002",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",313700,1,5,"It's Ben Again","6","g",59.00,9,1.14.16,0.36.88,10.80," ","Glynn Brick","Cambridge",18.60,0.00,0.00,"Lynsey Satherley",59.00,0.00,63,0,0,"Approved Plates, Tongue Control Bit, Blinkers (1st time), Bandages",213341,"DANROAD (AUS) 1999",232177,"IT'S SPRING AGAIN (AUS) 1994",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",303429,2,6,"Link Road","6","g",58.50,8,1.13.60,0.37.67,7.30," ","Jason Price","Matamata",13.40,0.00,0.00,"Andrew Calder",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Visor Blinkers, Nose Band",242513,"GUILLOTINE (NZ) 2004",202503,"TRUDELITE (NZ) 1998",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",339148,3,2,"Pacific Coast (AUS)","4","g",58.50,4,1.12.87,0.37.12,2.80," 3/4 LEN","Jamie Richards","Matamata",4.00,0.00,500.00,"Jason Waddell",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie",250718,"SNITZEL (AUS) 2002",339150,"MALIBU ROAD (USA) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",327166,4,1,"Ripley (AUS)","5","g",58.50,7,1.13.18,0.36.85,4.70," ","Emma-Lee & David Browne","Cambridge",6.20,0.00,0.00,"Vinnie Colgan",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Nasal Strip (1st time)",287683,"RIP VAN WINKLE (IRE) 2006",218244,"VISIQUE (AUS) 1999",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",307928,5,9,"Armaguard","6","g",58.00,D,1.13.06,,3.90," ","Stephen Ralph","Te Awamutu",11.00,0.00,0.00,"Ashvin Goindasamy",54.00,4.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",270278,"SAKHEE'S SECRET (GB) 2004",192746,"SILVAROLA (NZ) 1996",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",335565,8,8,"Nuclear Fusion","4","m",57.00,5,1.12.99,0.36.67,3.60," NECK","Team Rogerson","Tuhikaramea",5.30,0.00,250.00,"Ryan Elliot",56.00,1.00,63,0,0,"Approved Plates, Lugging Bit",313325,"POWER (GB) 2009",243038,"SOLITARY (NZ) 2004",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",332547,9,7,"Belle Fascino","5","m",56.50,6,1.13.17,0.36.76,4.60," ","Stephen Marsh","Cambridge",5.10,0.00,0.00,"Danielle Johnson",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",234298,"PLAYING FOR KEEPS (NZ) 2003",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",295079,10,4,"Jet Charged","7","m",56.00,1,1.12.47,0.36.48,," 1 3/4 LEN","Brendon Hawtin","Te Awamutu",12.70,3.40,6250.00,"Reese Jones",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Nose Band",278342,"THEWAYYOUARE (USA) 2005",241036,"NO PORSCHE NEEDED (NZ) 2004",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",323787,11,10,"Nuttee","5","m",56.00,2,1.12.71,0.36.58,1.80," 3/4 LEN","Mark Brosnan","Matamata",17.20,4.20,2000.00,"Shaun McKay",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers, Barrier Blanket",247685,"EGO (NZ) 2005",262266,"JUST LA DON (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198419,5,,Flat,1200,"Rating 65 Benchmark*","FORTUNA-MELODY BELLE 1200",10000.00,14:52:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Cloudy",336185,12,3,"Show Bird","4","m",55.50,3,1.12.84,0.37.06,2.60," HEAD","Tim & Margaret Carter","Cambridge",26.70,5.80,1000.00,"Sam Spratt",55.50,0.00,60,0,0,"Approved Plates, Lugging Bit",287687,"SHOWCASING (GB) 2007",220630,"PEINBIRD (AUS) 2000",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",297148,1,7,"Athena Baby","7","g",60.00,3,2.06.52,0.38.80,0.60," 3 1/4 LEN","John Bell","Cambridge",5.50,0.00,1100.00,"Danielle Johnson",60.00,0.00,82,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",285139,"SWISS ACE (AUS) 2004",263094,"MISCELLANEA (AUS) 1997",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",291985,4,3,"Windy Height","7","g",55.00,4,2.07.07,0.39.19,3.90," SHORT HEAD","Antony Fuller","Tauranga",14.20,0.00,550.00,"Jordan Nason",55.00,0.00,72,0,0,"Approved Plates, Tongue Control Bit",218686,"ELECTRONIC ZONE (USA) 1994",258380,"MATANGI (NZ) 2007",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",298502,5,6,"Wooden Edge","7","g",55.00,2,2.06.44,0.38.28,0.20," LONG NECK","Chris Wood","Cambridge",7.30,3.10,2200.00,"Taiki Yanagida",52.00,3.00,72,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",238828,"HAVE NO FEAR (NZ) 2002",244198,"OH MY GIRL (NZ) 2003",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",325324,6,1,"Animator (AUS)","6","g",54.00,5,2.07.09,0.39.01,4.00," 1 1/4 LEN","Brendon Hawtin","Te Awamutu",6.70,0.00,275.00,"Christopher Dell",54.00,0.00,69,0,0,"Approved Plates, Standard Bit, Visor Blinkers (1st time), Cheek Burrs on",215858,"ENCOSTA DE LAGO (AUS) 1993",325325,"HIDDEN STRINGS (AUS) 2000",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",322889,7,5,"Kyrie Eleison","5","m",54.00,1,2.06.41,0.38.16,," HEAD","Chris Gibbs & Michelle Bradley","Ruakaka",2.40,1.50,6875.00,"Cameron Lammas",54.00,0.00,69,0,0,"Approved Plates, Lugging Bit, Blinkers",172521,"O'REILLY (NZ) 1993",252441,"KILFENORA (NZ) 2006",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",338231,9,4,"Aigne","6","g",54.00,6,2.07.27,0.39.75,5.30," ","Clinton Isdale","Te Awamutu",4.40,0.00,0.00,"Ashvin Goindasamy",50.00,4.00,67,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",245781,"SUFFICIENT (NZ) 2005",253737,"EMLAJAY (NZ) 2006",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198417,6,,Flat,2000,"Rating 82 Benchmark","WEXFORD STABLES CHAMPION STAYER 2000",11000.00,15:28:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Cloudy",318392,10,2,"Kipling","5","g",54.00,7,2.07.40,0.39.36,6.10," ","John Mason","Tokoroa",58.10,0.00,0.00,"Darren Danis",51.00,3.00,45,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",241144,"SING SONG GIRL (NZ) 2004",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",326976,1,2,"Gundown (AUS)","4","g",61.00,2,1.37.51,0.37.04,1.50," 3/4 LEN","Murray Baker & Andrew Forsman","Cambridge",3.30,1.70,2200.00,"Matthew Cameron",61.00,0.00,74,0,0,"Approved Plates, Lugging Bit, Blinkers",244646,"HIGH CHAPARRAL (IRE) 1999",203977,"LADY OF THE HOUSE (NZ) 1998",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",301025,3,3,"Jayla Monet","7","m",59.00,7,1.39.61,0.39.16,14.60," ","Ben Ropiha","Te Awamutu",26.90,0.00,0.00,"Jason Waddell",59.00,0.00,74,0,0,"Approved Plates, Lugging Bit",262402,"ANY SUGGESTION (AUS) 2001",235867,"PENTASONIC (NZ) 2003",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",317165,4,6,"Repo Sun","5","g",58.50,4,1.37.92,0.37.65,4.30," SHORT HEAD","Peter & Dawn Williams","Byerley Park",4.90,0.00,550.00,"Taiki Yanagida",55.50,3.00,69,0,0,"Approved Plates, Lugging Bit, Blinkers",287450,"SHOCKING (AUS) 2005",232539,"CABAL (NZ) 2002",
47251,2018-09-26,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 26 SEP","Slow",7,"Cloudy","Out 11m | 1mm Rain Overnight | 4mm Rain Last 24 Hours",198418,7,,Flat,1600,"Rating 72 Benchmark","CELEBRATING AVANTAGE-TE AKAU'S 6TH CHAMPION 2YO",11000.00,16:04:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Cloudy",310883,5,8,"Bluetwentytwo","6","g",58.00,1,1.37.28,0.37.33,," 1 1/2 LEN","Jim Collett","Matamata",9.80,2.00,6875.00,"Sam Spratt",58.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",247999,"EL HERMANO (NZ) 2005",215224,"DREAM BELLE (NZ) 2000",
