<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",356749,5,9,"Happy Chappy","4","g",68.50,9,1.53.68,0.44.26,19.80," ","Kevin Myers","Wanganui",20.40,0.00,200.00,"Kayla Macnab",66.50,2.00,45,0,0,"Approved Plates, Lugging Bit",264625,"ROCK 'N' POP (AUS) 2008",241126,"HAPPILY EVER AFTER (NZ) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",359204,6,5,"Rocktilyoudrop","4","g",68.50,2,1.50.54,0.42.28,1.80," 3 LEN","Aaron Bidlake","Opaki",21.50,5.70,1500.00,"Nick Downs",65.50,3.00,45,0,0,"Approved Plates, Lugging Bit",264625,"ROCK 'N' POP (AUS) 2008",215819,"BEV'S CHOICE (NZ) 2000",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",351120,7,10,"Super Spirit","5","g",68.50,8,1.53.18,0.43.28,16.80," ","Mark Oulaghan","Awapuni",34.20,0.00,200.00,"Timothy Johnson",68.50,0.00,45,0,0,"Approved Plates, Standard Bit",268640,"SUPER EASY (NZ) 2008",260940,"ANGEL MINE (NZ) 2007",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",354038,8,7,"Vanguard","4","g",68.50,10,1.54.15,0.42.57,22.30," ","Kevin Myers","Wanganui",14.10,0.00,200.00,"Dean Parker",65.50,3.00,45,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",251244,"PLAZA DOREE (FR) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",352731,9,1,"Waiagara","5","g",68.50,6,1.52.11,0.42.65,10.80," ","Stacey Dougan","Opaki",69.80,0.00,200.00,"James Seivwright",65.50,3.00,45,0,0,"Approved Plates, Lugging Bit, Tongue Tie (1st time)",313448,"NIAGARA (AUS) 2008",221580,"WAI (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",348488,10,4,"Jenever","5","m",66.50,13,1.56.60,0.47.06,36.60," ","Lisa Latta","Awapuni",5.10,0.00,200.00,"Shaun Fannin",66.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",287683,"RIP VAN WINKLE (IRE) 2006",227642,"ISLAND TIME (NZ) 2002",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",358726,11,13,"Te Awe Awe","4","m",66.50,4,1.51.13,0.41.63,5.20," SHORT HEAD","Jeff Lynds","Awapuni",6.40,0.00,400.00,"Sam O'Malley",66.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Nose Band",226925,"ZED (NZ) 2002",208380,"LUSCIOUS LADY (NZ) 1999",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",350423,12,12,"Fire Dancer","6","m",66.50,7,1.52.28,0.42.18,11.80," ","Dan O'Leary","Marton",32.90,0.00,200.00,"Michael Roustoby",63.50,3.00,45,0,0,"Approved Plates, Lugging Bit",300510,"BULLBARS (AUS) 2007",220381,"LINDA'S LOLLIES (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211469,3,,Flat,1600,"MDN HWT","JOHNNY MAC MEMORIAL MDN HWT",10000.00,12:58:00,"N",,"Unrestricted","Maiden","unrestricted","hwt","Heavy",11,"Overcast",349994,13,8,"Masarova","5","m",66.50,11,1.54.47,0.43.49,24.30," ","Karen Buttimore","Hawera",40.90,0.00,200.00,"Emily Farr",66.50,0.00,45,0,0,"Approved Plates, Lugging Bit",285139,"SWISS ACE (AUS) 2004",277257,"MISS IVANOVIC (AUS) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",326914,1,11,"Big Ben","8","g",60.00,13,1.51.26,0.42.96,15.50," ","Olivia Duffy","Hawera",29.10,0.00,200.00,"Temyia Taiaroa",58.00,2.00,65,0,0,"Approved Plates, Lugging Bit, Tongue Tie",244452,"HANDSOME RANSOM (AUS) 2000",220748,"EXCERPTS (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",318059,2,5,"Gobuyit","7","g",59.50,4,1.49.84,0.42.08,7.80," 3 1/2 LEN","Jeff Bliss","Stratford",9.90,0.00,400.00,"Ciel Butler",55.50,4.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers",248728,"FULLY FLEDGED (NZ) 2005",248868,"ZIGGYINTHEMIDDLE (NZ) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",381057,3,13,"Lucky Viking","5","g",58.50,6,1.50.50,0.42.22,11.50," ","Nicola Marshall","Waverley",22.20,0.00,200.00,"Kate Hercock",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit",313563,"HIGHLY RECOMMENDED (AUS) 2008",277326,"MI DRAGON LADY (NZ) 2009",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",372949,4,14,"Sir Beets","3","g",58.00,1,1.48.47,0.40.47,," 1 1/2 LEN","Lisa Latta","Awapuni",3.70,1.70,5400.00,"Jonathan Riddell",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",337555,"PROISIR (AUS) 2009",282406,"DEVOUR (NZ) 2010",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",377372,5,3,"Flying Zack","3","g",57.00,10,1.50.98,0.42.96,14.20," ","Nigel & Hamish Auret","Wanganui",8.20,0.00,200.00,"Leah Hemi",57.00,0.00,59,0,0,"Approved Plates, Standard Bit",300223,"ZACINTO (GB) 2006",294839,"THAT'S MY PUSSYCAT (NZ) 2011",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",320813,6,4,"Candy Cross","7","m",56.50,8,1.50.81,0.42.69,13.40," ","Gail Temperton","Awapuni",69.30,0.00,200.00,"Chris Dell",56.50,0.00,62,50,0,"Approved Plates, Lugging Bit, Blinkers on, Bandages",210214,"ST REIMS (NZ) 1999",236384,"NOTCROSS (NZ) 2003",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",371493,7,2,"La Bellarina","3","f",56.50,9,1.50.91,0.43.15,13.80," ","David & Emma Haworth","Foxton",9.70,0.00,200.00,"Hazel Schofer",56.00,0.50,62,0,0,"Approved Plates, Lugging Bit",230462,"DARCI BRAHMA (NZ) 2002",250800,"UPSTAGED (AUS) 2002",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",313092,8,10,"Wonderful Barbie","8","m",56.50,3,1.49.19,0.41.41,4.00," 3 3/4 LEN","Suzy Gordon","Foxton",21.00,5.30,700.00,"Liam Kauri",53.00,3.50,62,0,0,"Approved Plates, Lugging Bit, Blinkers",247182,"EIGHTH WONDER (NZ) 2005",229924,"ON THE BAR (NZ) 2002",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",340047,9,6,"Mauna Loa","5","g",56.50,2,1.48.74,0.40.98,1.50," 2 1/2 LEN","Paul Moseley","Hawera",7.60,2.40,1500.00,"Callum Jones",53.50,3.00,58,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Side Winkers",241392,"NOM DU JEU (NZ) 2004",246266,"CITY CLASS ROSE (NZ) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",349420,10,9,"Miraculous","5","g",56.50,14,1.52.77,0.44.05,24.50," ","Clare Dravitzki","Stratford",17.40,0.00,200.00,"Bailey Rogerson",52.50,4.00,58,0,0,"Approved Plates, Lugging Bit, Blinkers",238708,"CAPTAIN RIO (GB) 1999",228281,"TRISTADEE (NZ) 2002",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",345102,11,12,"Smooth Cognac","5","m",56.00,5,1.50.45,0.42.69,11.30," ","Rosie Buchanan","Stratford",27.90,0.00,200.00,"Danielle Hirini",56.00,0.00,61,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band",236729,"GORKY PARK (NZ) 2003",224327,"TERRESSA (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",356343,12,8,"St Nancy","4","m",56.00,11,1.51.00,0.43.00,14.30," ","Peter Didham","Awapuni",10.30,0.00,200.00,"Sarah Macnab",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit",278260,"ROAD TO ROCK (AUS) 2004",238727,"ST JESSIE (AUS) 1999",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",345201,13,1,"Quatromosa","5","m",55.00,12,1.51.07,0.42.95,14.50," ","Lisa Latta","Awapuni",19.70,0.00,200.00,"Lisa Allpress",55.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Tongue Tie",241092,"ALAMOSA (NZ) 2004",277719,"QUATRO (AUS) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211463,4,,Flat,1600,"Rating 65 Benchmark*","B CONNORS FAMILY CLAN 1600",10000.00,13:32:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",346311,14,7,"Wine n' Dine","5","m",54.50,7,1.50.51,0.42.23,11.60," ","John Wheeler","New Plymouth",12.10,0.00,200.00,"Mereana Hudson",54.50,0.00,58,0,0,"Approved Plates, Standard Bit, Nose Band",261934,"NADEEM (AUS) 2003",236733,"IMA LADY (NZ) 2003",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",379135,1,6,"Kopua","3","g",59.00,9,1.19.22,0.39.34,12.30," ","Kevin Myers","Wanganui",15.10,0.00,200.00,"Sam O'Malley",58.50,0.50,62,0,0,"Approved Plates, Lugging Bit",287450,"SHOCKING (AUS) 2005",254668,"KENDALL MARIE (NZ) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",341079,2,2,"Welcome Back","5","g",58.50,12,1.19.58,0.39.28,14.40," ","Kevin Gray","Copper Belt Lodge, Palmerston North",13.80,0.00,200.00,"Lisa Allpress",58.50,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",226925,"ZED (NZ) 2002",244869,"MARCEY'S BELT (AUS) 2005",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",363298,3,5,"Ringthebelledarci","4","g",58.00,6,1.18.41,0.39.35,7.70," ","Fraser Auret","Marton",8.90,0.00,200.00,"Madan Singh",58.00,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",230462,"DARCI BRAHMA (NZ) 2002",221037,"BELLE OF MARJU (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",359817,4,8,"Tumbleweed","4","m",57.50,1,1.17.09,0.37.97,," 4 1/2 LEN","Lydia Pickford","Hunterville",4.70,1.90,5400.00,"Leah Hemi",57.50,0.00,63,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nasal Strip",268640,"SUPER EASY (NZ) 2008",252960,"HAMPTON'S GOLD (NZ) 2006",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",361210,5,11,"Xplosion","4","m",57.00,5,1.18.28,0.38.60,6.90," ","Peter Lock","Te Aroha",10.40,0.00,200.00,"Joe Kamaruddin",54.00,3.00,62,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",287687,"SHOWCASING (GB) 2007",261039,"XPRESS (NZ) 2007",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",356730,6,9,"Glamour","4","m",56.50,4,1.18.18,0.38.70,6.40," 1/2 LEN","Trudy Keegan","Stratford",5.00,0.00,400.00,"Hazel Schofer",56.00,0.50,61,0,0,"Approved Plates, Lugging Bit, Side Winkers",211629,"PINS (AUS) 1996",271960,"BLUSH (NZ) 2009",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",344505,7,1,"Cheers","5","m",56.00,3,1.17.90,0.38.58,4.60," 1 3/4 LEN","Ralph Manning","Cambridge",18.00,4.60,700.00,"Kate Hercock",56.00,0.00,60,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",216698,"ALIGN (AUS) 1996",234890,"TONS OF BUBBLES (NZ) 2003",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",331204,8,3,"Cheeky Azz","6","g",56.00,7,1.18.52,0.39.52,8.50," ","Anna Clement","Hawera",22.40,0.00,200.00,"Charlotte O'Beirne",54.00,2.00,56,0,0,"Approved Plates, Norton Bit, Side Winkers, Tongue Tie on",226925,"ZED (NZ) 2002",221708,"FREE AS THE WIND (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",345611,9,12,"Harry Harrison","5","g",56.00,8,1.18.79,0.39.31,10.00," ","Anna Clement","Hawera",40.10,0.00,200.00,"Ashvin Mudhoo",53.00,3.00,56,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",264906,"HARADASUN (AUS) 2003",221708,"FREE AS THE WIND (NZ) 2001",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",338808,10,4,"Remarx","5","g",56.00,11,1.19.49,0.39.81,13.90," ","John Wheeler","New Plymouth",19.50,0.00,200.00,"Callum Jones",53.00,3.00,56,0,0,"Bar Plates, Lugging Bit, Nose Band",257403,"HE'S REMARKABLE (NZ) 2007",287261,"TRUE SPIRIT (NZ) 2010",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",274988,11,13,"Brother One","11","g",55.50,10,1.19.25,0.39.25,12.40," ","Karen Buttimore","Hawera",50.30,0.00,200.00,"Sarah Macnab",55.50,0.00,55,0,0,"Approved Plates, Lugging Bit",256540,"CECCONI (AUS) 2004",180855,"BLESSING (NZ) 1995",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",372217,12,10,"Tango Love","3","f",55.00,2,1.17.88,0.38.56,4.50," SHORT HEAD","Matt Dixon","Foxton",4.80,1.90,1500.00,"Darryl Bradley",55.00,0.00,58,0,0,"Approved Plates, Standard Bit (1st time)",287687,"SHOWCASING (GB) 2007",261187,"BARANSKI (NZ) 2007",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211465,5,,Flat,1200,"Rating 65 Benchmark*","GUDSELL CLAN 1200",10000.00,14:09:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Overcast",344765,13,7,"Alexavia","5","m",54.00,13,1.21.15,0.42.83,23.40," ","Rochelle Lockett","Wanganui",41.60,0.00,200.00,"Diego Montes de Oca",53.00,1.00,45,0,0,"Approved Plates, Lugging Bit",241092,"ALAMOSA (NZ) 2004",256053,"MONASHEES (AUS) 2000",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",338335,1,1,"Hand It To Jonesy","7","g",59.50,6,1.31.49,0.41.30,18.10," ","Kevin Myers","Wanganui",28.20,0.00,220.00,"Sam O'Malley",58.50,1.00,73,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",241392,"NOM DU JEU (NZ) 2004",242581,"BALLINHAND (NZ) 2004",
49777,2021-06-17,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 17 JUN","Heavy",11,"Overcast","Out 4m | 4mm Rain Last 24hrs | 2mm Rain Overnight",211454,6,,Flat,1360,"Rating 74 Benchmark","THE WHANGAEHU O’LEARYS 1360",11000.00,14:48:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Heavy",11,"Overcast",344355,2,5,"Facetime","5","m",58.00,2,1.28.55,0.38.94,1.30," LONG NECK","David & Emma Haworth","Foxton",6.20,2.40,1650.00,"Hazel Schofer",57.00,1.00,74,0,0,"Approved Plates, Lugging Bit, Blinkers",265282,"OCEAN PARK (NZ) 2008",241103,"MISS CARUSO (NZ) 2004",
